Year,Month,DOMESTIC,INTERNATIONAL,TOTAL,City
2005,10,"8,872","1,917","10,789",New York
2005,11,"8,811","1,767","10,578",New York
2005,12,"8,605","1,892","10,497",New York
2005,TOTAL,"1,04,441","23,445","1,27,886",New York
2006,1,"8,436","1,845","10,281",New York
2006,2,"7,423","1,654","9,077",New York
2006,3,"8,841","1,983","10,824",New York
2006,4,"8,776","1,961","10,737",New York
2006,5,"8,628","2,060","10,688",New York
2006,6,"8,833","2,176","11,009",New York
2006,7,"10,031","2,420","12,451",New York
2006,8,"10,653","2,439","13,092",New York
2006,9,"10,477","2,121","12,598",New York
2006,10,"11,395","2,176","13,571",New York
2006,11,"11,201","2,058","13,259",New York
2006,12,"11,600","2,327","13,927",New York
2006,TOTAL,"1,16,294","25,220","1,41,514",New York
2007,1,"11,702","2,340","14,042",New York
2007,2,"9,833","2,002","11,835",New York
2007,3,"12,115","2,372","14,487",New York
2007,4,"11,875","2,427","14,302",New York
2007,5,"12,206","2,525","14,731",New York
2007,6,"11,580","2,655","14,235",New York
2007,7,"12,156","2,867","15,023",New York
2007,8,"12,479","2,928","15,407",New York
2007,9,"11,892","2,523","14,415",New York
2007,10,"12,061","2,421","14,482",New York
2007,11,"11,786","2,443","14,229",New York
2007,12,"11,625","2,605","14,230",New York
2007,TOTAL,"1,41,310","30,108","1,71,418",New York
2008,1,"11,223","2,553","13,776",New York
2008,2,"10,446","2,391","12,837",New York
2008,3,"11,658","2,711","14,369",New York
2008,4,"11,466","2,674","14,140",New York
2008,5,"11,517","2,819","14,336",New York
2008,6,"11,675","2,895","14,570",New York
2008,7,"12,176","3,237","15,413",New York
2008,8,"12,151","3,202","15,353",New York
2008,9,"11,083","2,566","13,649",New York
2008,10,"11,432","2,568","14,000",New York
2008,11,"10,937","2,478","13,415",New York
2008,12,"11,220","2,707","13,927",New York
2008,TOTAL,"1,36,984","32,801","1,69,785",New York
2009,1,"10,940","2,625","13,565",New York
2009,2,"10,238","2,336","12,574",New York
2009,3,"11,250","2,625","13,875",New York
2009,4,"11,037","2,587","13,624",New York
2009,5,"11,648","2,721","14,369",New York
2009,6,"11,483","2,954","14,437",New York
2009,7,"11,851","3,303","15,154",New York
2009,8,"11,833","3,275","15,108",New York
2009,9,"9,959","2,690","12,649",New York
2009,10,"10,102","2,549","12,651",New York
2009,11,"9,819","2,477","12,296",New York
2009,12,"9,960","2,655","12,615",New York
2009,TOTAL,"1,30,120","32,797","1,62,917",New York
2010,1,"9,925","2,615","12,540",New York
2010,2,"8,497","2,267","10,764",New York
2010,3,"10,152","2,676","12,828",New York
2010,4,"9,810","2,594","12,404",New York
2010,5,"9,892","2,962","12,854",New York
2010,6,"9,825","3,187","13,012",New York
2010,7,"10,605","3,571","14,176",New York
2010,8,"10,693","3,515","14,208",New York
2010,9,"9,768","2,822","12,590",New York
2010,10,"10,270","2,842","13,112",New York
2010,11,"10,015","2,700","12,715",New York
2010,12,"9,532","2,816","12,348",New York
2010,TOTAL,"1,18,984","34,567","1,53,551",New York
2011,1,"9,294","2,802","12,096",New York
2011,2,"8,783","2,602","11,385",New York
2011,3,"10,614","3,041","13,655",New York
2011,4,"10,309","3,026","13,335",New York
2011,5,"10,650","3,009","13,659",New York
2011,6,"10,612","3,276","13,888",New York
2011,7,"11,333","3,705","15,038",New York
2011,8,"10,297","3,353","13,650",New York
2011,9,"10,260","2,892","13,152",New York
2011,10,"10,319","2,823","13,142",New York
2011,11,"9,825","2,615","12,440",New York
2011,12,"9,936","2,860","12,796",New York
2011,TOTAL,"1,22,232","36,004","1,58,236",New York
2012,1,"9,642","2,734","12,376",New York
2012,2,"9,018","2,571","11,589",New York
2012,3,"10,381","3,018","13,399",New York
2012,4,"9,790","2,921","12,711",New York
2012,5,"9,843","2,859","12,702",New York
2012,6,"10,129","3,151","13,280",New York
2012,7,"10,542","3,531","14,073",New York
2012,8,"10,541","3,488","14,029",New York
2012,9,"9,790","2,857","12,647",New York
2012,10,"9,165","2,549","11,714",New York
2012,11,"9,370","2,653","12,023",New York
2012,12,"9,765","2,963","12,728",New York
2012,TOTAL,"1,17,976","35,295","1,53,271",New York
2013,1,"9,434","2,855","12,289",New York
2013,2,"8,332","2,503","10,835",New York
2013,3,"9,885","2,945","12,830",New York
2013,4,"9,489","2,810","12,299",New York
2013,5,"9,903","2,854","12,757",New York
2013,6,"9,937","3,224","13,161",New York
2013,7,"10,624","3,771","14,395",New York
2013,8,"10,741","3,782","14,523",New York
2013,9,"9,518","2,909","12,427",New York
2013,10,"9,829","2,871","12,700",New York
2013,11,"9,295","2,743","12,038",New York
2013,12,"9,516","3,132","12,648",New York
2013,TOTAL,"1,16,503","36,399","1,52,902",New York
2014,1,"8,349","2,787","11,136",New York
2014,2,"7,932","2,566","10,498",New York
2014,3,"9,823","2,967","12,790",New York
2014,4,"10,293","3,002","13,295",New York
2014,5,"10,589","3,104","13,693",New York
2014,6,"10,709","3,499","14,208",New York
2014,7,"10,980","3,897","14,877",New York
2014,8,"11,378","3,977","15,355",New York
2014,9,"10,015","3,026","13,041",New York
2014,10,"10,450","2,971","13,421",New York
2014,11,"9,714","2,886","12,600",New York
2014,12,"10,293","3,232","13,525",New York
2014,TOTAL,"1,20,525","37,914","1,58,439",New York
2015,1,"9,450","2,985","12,435",New York
2015,2,"8,540","2,581","11,121",New York
2015,3,"9,935","2,945","12,880",New York
2015,4,"10,290","3,041","13,331",New York
2015,5,"10,789","3,222","14,011",New York
2015,6,"10,738","3,510","14,248",New York
2015,7,"11,264","4,034","15,298",New York
2015,8,"11,378","4,072","15,450",New York
2015,9,"10,144","3,172","13,316",New York
2015,10,"10,590","3,033","13,623",New York
2015,11,"10,016","2,806","12,822",New York
2015,12,"10,538","3,321","13,859",New York
2015,TOTAL,"1,23,672","38,722","1,62,394",New York
2016,1,"9,696","3,032","12,728",New York
2016,2,"9,663","2,901","12,564",New York
2016,3,"10,897","3,214","14,111",New York
2016,4,"10,698","3,280","13,978",New York
2016,5,"11,030","3,477","14,507",New York
2016,6,"11,008","3,779","14,787",New York
2016,7,"11,036","4,121","15,157",New York
2016,8,"11,131","4,095","15,226",New York
2016,9,"10,195","3,174","13,369",New York
2016,10,"10,425","3,044","13,469",New York
2016,11,"9,938","2,724","12,662",New York
2016,12,"10,413","3,220","13,633",New York
2016,TOTAL,"1,26,130","40,061","1,66,191",New York
2017,1,"10,191","3,005","13,196",New York
2017,2,"9,166","2,604","11,770",New York
2017,3,"10,477","3,009","13,486",New York
2017,4,"10,238","3,186","13,424",New York
2017,5,"10,355","3,345","13,700",New York
2017,6,"10,799","3,693","14,492",New York
2017,7,"11,038","4,095","15,133",New York
2017,8,"11,135","4,054","15,189",New York
2017,9,"9,837","3,120","12,957",New York
2017,10,"10,192","3,017","13,209",New York
2017,11,"9,943","2,633","12,576",New York
2017,12,"10,341","3,159","13,500",New York
2017,TOTAL,"1,23,712","38,920","1,62,632",New York
2018,1,"9,532","2,742","12,274",New York
2018,2,"9,328","2,585","11,913",New York
2018,3,"10,163","2,956","13,119",New York
2018,4,"10,687","3,061","13,748",New York
2018,5,"11,216","3,155","14,371",New York
2018,6,"11,311","3,477","14,788",New York
2018,7,"11,497","3,846","15,343",New York
2018,8,"11,480","3,810","15,290",New York
2018,9,"10,781","3,208","13,989",New York
2018,10,"11,079","3,048","14,127",New York
2018,11,"10,315","2,691","13,006",New York
2018,12,"10,827","3,077","13,904",New York
2018,TOTAL,"1,28,216","37,656","1,65,872",New York
2019,1,"10,396","2,951","13,347",New York
2019,2,"9,481","2,695","12,176",New York
2019,3,"11,196","3,179","14,375",New York
2019,4,"10,457","3,080","13,537",New York
2019,5,"10,855","3,286","14,141",New York
2019,6,"10,650","3,610","14,260",New York
2019,7,"10,736","3,931","14,667",New York
2019,8,"10,897","3,968","14,865",New York
2019,9,"10,208","3,142","13,350",New York
2019,10,"10,526","2,973","13,499",New York
2019,11,"10,017","2,716","12,733",New York
2019,12,"10,481","3,131","13,612",New York
2019,TOTAL,"1,25,900","38,662","1,64,562",New York
2020,1,"10,340","3,126","13,466",New York
