Year,Quarter,Current_US_Avg,Infl_Adj_US_Avg,Current_City_Avg,Infl_Adj_City_Avg,City
2011,3,360.74,484.59,347.75,467.14,Sacramento
2011,4,368.39,495.62,344.54,463.54,Sacramento
2012,1,372.83,497.63,329.11,439.28,Sacramento
2012,2,384.78,510.10,365.69,484.79,Sacramento
2012,3,366.97,484.73,346.14,457.22,Sacramento
2012,4,374.23,494.14,350.75,463.14,Sacramento
2013,1,378.34,496.64,349.72,459.07,Sacramento
2013,2,378.51,494.19,375.62,490.42,Sacramento
2013,3,391.64,509.40,387.97,504.63,Sacramento
2013,4,388.13,506.25,370.54,483.31,Sacramento
2014,1,387.37,501.44,360.72,466.95,Sacramento
2014,2,402.31,514.71,397.58,508.65,Sacramento
2014,3,399.25,510.20,384.33,491.14,Sacramento
2014,4,395.36,509.32,373.58,481.27,Sacramento
2015,1,390.13,505.33,369.08,478.07,Sacramento
2015,2,388.86,497.69,381.70,488.53,Sacramento
2015,3,374.11,477.55,375.65,479.53,Sacramento
2015,4,365.39,468.53,362.01,464.20,Sacramento
2016,1,359.47,460.64,353.35,452.80,Sacramento
2016,2,355.24,449.95,372.70,472.07,Sacramento
2016,3,349.11,440.72,361.45,456.30,Sacramento
2016,4,346.72,436.73,359.14,452.37,Sacramento
2017,1,349.44,436.70,348.54,435.57,Sacramento
2017,2,355.87,442.34,377.75,469.53,Sacramento
2017,3,335.83,415.77,347.92,430.75,Sacramento
2017,4,347.33,428.43,334.76,412.92,Sacramento
2018,1,346.49,423.63,326.93,399.72,Sacramento
2018,2,349.12,422.32,352.24,426.10,Sacramento
2018,3,343.28,414.07,339.00,408.90,Sacramento
2018,4,359.30,433.63,337.11,406.86,Sacramento
2019,1,350.12,421.15,316.61,380.84,Sacramento
2019,2,357.07,424.42,348.37,414.08,Sacramento
2019,3,345.09,409.06,333.33,395.11,Sacramento
2019,4,356.51,421.70,337.44,399.14,Sacramento
2020,1,336.00,395.78,308.99,363.96,Sacramento
2020,2,259.12,306.88,251.70,298.09,Sacramento
2020,3,244.71,286.57,251.36,294.36,Sacramento
2020,4,260.67,304.56,278.67,325.59,Sacramento
2021,1,260.20,300.78,272.15,314.59,Sacramento
2021,2,299.79,338.62,326.75,369.08,Sacramento
2021,3,314.07,349.17,332.79,369.98,Sacramento
2021,4,327.14,358.25,333.16,364.85,Sacramento
2022,1,328.49,351.71,317.48,339.91,Sacramento
2022,2,397.16,412.94,399.08,414.94,Sacramento
2022,3,382.54,392.58,364.23,373.79,Sacramento
2022,4,393.85,402.71,375.71,384.17,Sacramento
2023,1,381.55,386.10,357.65,361.91,Sacramento
2023,2,391.79,391.79,407.74,407.74,Sacramento
